	0	1
0	0.0	0.10252213272355476
1	0.04040404040404041	0.059517057454498944
2	0.08080808080808081	0.018150675004405384
3	0.12121212121212122	-0.02169732774921383
4	0.16161616161616163	-0.06013448166659967
5	0.20202020202020204	-0.09725728426389732
6	0.24242424242424243	-0.13315265938106524
7	0.2828282828282829	-0.16789918317246275
8	0.32323232323232326	-0.2015681199219812
9	0.36363636363636365	-0.23422430202008582
10	0.4040404040404041	-0.265926881417808
11	0.4444444444444445	-0.296729974445225
12	0.48484848484848486	-0.3266832176530107
13	0.5252525252525253	-0.35583224901549404
14	0.5656565656565657	-0.38421912620829923
15	0.6060606060606061	-0.41188269158369906
16	0.6464646464646465	-0.4388588917924652
17	0.686868686868687	-0.4651810586515287
18	0.7272727272727273	-0.4908801567629551
19	0.7676767676767677	-0.5159850024983066
20	0.8080808080808082	-0.5405224582323035
21	0.8484848484848485	-0.5645176051086442
22	0.888888888888889	-0.5879938971238179
23	0.9292929292929294	-0.6109732989018892
24	0.9696969696969697	-0.6334764091888656
25	1.0101010101010102	-0.6555225718068372
26	1.0505050505050506	-0.6771299755656028
27	1.090909090909091	-0.6983157444248649
28	1.1313131313131315	-0.7190960190268021
29	1.1717171717171717	-0.7394860305715838
30	1.2121212121212122	-0.7595001678828661
31	1.2525252525252526	-0.7791520384029722
32	1.292929292929293	-0.7984545237653773
33	1.3333333333333335	-0.8174198305129312
34	1.373737373737374	-0.8360595364619111
35	1.4141414141414144	-0.8543846331529147
36	1.4545454545454546	-0.8724055647783509
37	1.494949494949495	-0.8901322639317348
38	1.5353535353535355	-0.9075741844851658
39	1.575757575757576	-0.9247403318674585
40	1.6161616161616164	-0.9416392909856999
41	1.6565656565656568	-0.9582792520069651
42	1.696969696969697	-0.9746680341940086
43	1.7373737373737375	-0.9908131079685847
44	1.777777777777778	-1.006721615358227
45	1.8181818181818183	-1.0224003889665645
46	1.8585858585858588	-1.037855969593296
47	1.8989898989898992	-1.0530946226175515
48	1.9393939393939394	-1.0681223532473387
49	1.97979797979798	-1.0829449207279778
50	2.0202020202020203	-1.0975678515936447
51	2.060606060606061	-1.1119964520383332
52	2.101010101010101	-1.1262358194755366
53	2.1414141414141414	-1.140290853349664
54	2.181818181818182	-1.1541662652565718
55	2.2222222222222223	-1.1678665884255233
56	2.262626262626263	-1.1813961866103275
57	2.303030303030303	-1.1947592624332857
58	2.3434343434343434	-1.2079598652218673
59	2.383838383838384	-1.2210018983746838
60	2.4242424242424243	-1.233889126290276
61	2.464646464646465	-1.2466251808894968
62	2.505050505050505	-1.259213567759755
63	2.545454545454546	-1.2716576719471306
64	2.585858585858586	-1.283960763420306
65	2.6262626262626263	-1.2961260022283683
66	2.666666666666667	-1.3081564433728519
67	2.707070707070707	-1.3200550414127936
68	2.747474747474748	-1.331824654820185
69	2.787878787878788	-1.3434680501018677
70	2.8282828282828287	-1.3549879057027514
71	2.868686868686869	-1.3663868157041277
72	2.909090909090909	-1.377667293329849
73	2.94949494949495	-1.3888317742722376
74	2.98989898989899	-1.399882619848721
75	3.0303030303030307	-1.4108221199994415
76	3.070707070707071	-1.4216524961353438
77	3.111111111111111	-1.43237590384562
78	3.151515151515152	-1.4429944354727438
79	3.191919191919192	-1.4535101225628022
80	3.2323232323232327	-1.4639249381983088
81	3.272727272727273	-1.4742407992201765
82	3.3131313131313136	-1.48445956834513
83	3.353535353535354	-1.4945830561843994
84	3.393939393939394	-1.504613023169164
85	3.4343434343434347	-1.5145511813878736
86	3.474747474747475	-1.5243991963402443
87	3.5151515151515156	-1.5341586886124117
88	3.555555555555556	-1.5438312354774717
89	3.5959595959595965	-1.5534183724253514
90	3.6363636363636367	-1.5629215946257236
91	3.676767676767677	-1.5723423583274532
92	3.7171717171717176	-1.581682082197851
93	3.757575757575758	-1.5909421486048108
94	3.7979797979797985	-1.600123904844737
95	3.8383838383838387	-1.6092286643189788
96	3.878787878787879	-1.6182577076613507
97	3.9191919191919196	-1.6272122838191563
98	3.95959595959596	-1.6360936110899917
99	4.0	-1.6449028781164923
