	0	1
0	0.0	0.01661445867160241
1	0.04040404040404041	-0.02639061659745335
2	0.08080808080808081	-0.06775699904754698
3	0.12121212121212122	-0.10760500180116628
4	0.16161616161616163	-0.14604215571855214
5	0.20202020202020204	-0.18316495831584967
6	0.24242424242424243	-0.21906033343301762
7	0.2828282828282829	-0.253806857224415
8	0.32323232323232326	-0.2874757939739337
9	0.36363636363636365	-0.32013197607203814
10	0.4040404040404041	-0.35183455546976045
11	0.4444444444444445	-0.38263764849717724
12	0.48484848484848486	-0.4125908917049632
13	0.5252525252525253	-0.44173992306744636
14	0.5656565656565657	-0.47012680026025155
15	0.6060606060606061	-0.49779036563565143
16	0.6464646464646465	-0.5247665658444176
17	0.686868686868687	-0.5510887327034809
18	0.7272727272727273	-0.5767878308149075
19	0.7676767676767677	-0.6018926765502589
20	0.8080808080808082	-0.6264301322842559
21	0.8484848484848485	-0.6504252791605964
22	0.888888888888889	-0.6739015711757701
23	0.9292929292929294	-0.6968809729538417
24	0.9696969696969697	-0.7193840832408178
25	1.0101010101010102	-0.7414302458587896
26	1.0505050505050506	-0.7630376496175552
27	1.090909090909091	-0.7842234184768171
28	1.1313131313131315	-0.8050036930787545
29	1.1717171717171717	-0.8253937046235361
30	1.2121212121212122	-0.8454078419348185
31	1.2525252525252526	-0.8650597124549244
32	1.292929292929293	-0.8843621978173298
33	1.3333333333333335	-0.9033275045648836
34	1.373737373737374	-0.9219672105138634
35	1.4141414141414144	-0.9402923072048672
36	1.4545454545454546	-0.9583132388303033
37	1.494949494949495	-0.976039937983687
38	1.5353535353535355	-0.9934818585371181
39	1.575757575757576	-1.010648005919411
40	1.6161616161616164	-1.0275469650376525
41	1.6565656565656568	-1.0441869260589174
42	1.696969696969697	-1.060575708245961
43	1.7373737373737375	-1.0767207820205371
44	1.777777777777778	-1.0926292894101794
45	1.8181818181818183	-1.108308063018517
46	1.8585858585858588	-1.1237636436452485
47	1.8989898989898992	-1.1390022966695037
48	1.9393939393939394	-1.154030027299291
49	1.97979797979798	-1.1688525947799304
50	2.0202020202020203	-1.1834755256455969
51	2.060606060606061	-1.1979041260902854
52	2.101010101010101	-1.212143493527489
53	2.1414141414141414	-1.2261985274016165
54	2.181818181818182	-1.240073939308524
55	2.2222222222222223	-1.253774262477476
56	2.262626262626263	-1.26730386066228
57	2.303030303030303	-1.2806669364852379
58	2.3434343434343434	-1.2938675392738197
59	2.383838383838384	-1.306909572426636
60	2.4242424242424243	-1.319796800342228
61	2.464646464646465	-1.3325328549414492
62	2.505050505050505	-1.345121241811707
63	2.545454545454546	-1.3575653459990833
64	2.585858585858586	-1.369868437472258
65	2.6262626262626263	-1.3820336762803207
66	2.666666666666667	-1.3940641174248043
67	2.707070707070707	-1.405962715464746
68	2.747474747474748	-1.4177323288721377
69	2.787878787878788	-1.4293757241538199
70	2.8282828282828287	-1.4408955797547038
71	2.868686868686869	-1.4522944897560797
72	2.909090909090909	-1.4635749673818017
73	2.94949494949495	-1.4747394483241898
74	2.98989898989899	-1.4857902939006733
75	3.0303030303030307	-1.4967297940513935
76	3.070707070707071	-1.5075601701872965
77	3.111111111111111	-1.5182835778975727
78	3.151515151515152	-1.528902109524696
79	3.191919191919192	-1.5394177966147546
80	3.2323232323232327	-1.5498326122502613
81	3.272727272727273	-1.560148473272129
82	3.3131313131313136	-1.5703672423970825
83	3.353535353535354	-1.580490730236352
84	3.393939393939394	-1.5905206972211163
85	3.4343434343434347	-1.600458855439826
86	3.474747474747475	-1.6103068703921966
87	3.5151515151515156	-1.620066362664364
88	3.555555555555556	-1.629738909529424
89	3.5959595959595965	-1.639326046477304
90	3.6363636363636367	-1.648829268677676
91	3.676767676767677	-1.6582500323794056
92	3.7171717171717176	-1.6675897562498034
93	3.757575757575758	-1.6768498226567632
94	3.7979797979797985	-1.6860315788966893
95	3.8383838383838387	-1.695136338370931
96	3.878787878787879	-1.7041653817133031
97	3.9191919191919196	-1.7131199578711087
98	3.95959595959596	-1.7220012851419442
99	4.0	-1.7308105521684447
